Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 148:1	Positive	Joy	High	Praise the LORD from the heavens; praise Him in the heights above.	The psalmist opens with a call for the celestial beings to praise God.
Psalm 148:2	Positive	Joy	High	Praise Him, all His angels; praise Him, all His heavenly hosts.	The scope of praise is broadened to include all spiritual beings.
Psalm 148:3	Positive	Joy	Medium	Praise Him, sun and moon; praise Him, all you shining stars.	Celestial bodies are personified and called to praise God.
Psalm 148:4	Positive	Joy	Medium	Praise Him, highest heavens and the waters above the skies.	The highest parts of the universe and the mysterious ”waters above“ are invoked in praise.
Psalm 148:5	Positive	Joy	Medium	Let them praise the name of the LORD, for He commanded and they were created.	This provides the reason for praise - God’s command resulted in creation.
Psalm 148:6	Positive	Awe	High	He established them forever and ever; He issued a decree that will never pass away.	Reflects on the permanence of God‘s creation and the enduring decree that governs it.
Psalm 148:7	Positive	Joy	High	Praise the LORD from the earth, you great sea creatures and all the depths,	Transition from heavenly to earthly creation in the call to praise.
Psalm 148:8	Positive	Joy	Medium	lightning and hail, snow and clouds, stormy winds that fulfill His word,	Natural phenomena are depicted as obedient servants of God’s word.
Psalm 148:9	Positive	Joy	Medium	mountains and all hills, fruit trees and all cedars,	Different aspects of the earth continue the pattern of praise.
Psalm 148:10	Positive	Joy	Medium	wild animals and all cattle, crawling creatures and flying birds,	Even animals are included in the psalmist‘s call to worship.
Psalm 148:11	Positive	Joy	Medium	kings of the earth and all nations, princes and all rulers of the earth,	The call to praise extends to all levels of human society.
Psalm 148:12	Positive	Joy	Medium	young men and women, old men and children.	Generational inclusivity in the worship of God is highlighted.
Psalm 148:13	Positive	Joy	High	Let them praise the name of the LORD, for His name alone is exalted; His splendor is above the earth and the heavens.	This verse accentuates the uniqueness and majesty of God.
Psalm 148:14	Positive	Pride	Medium	He has raised up a horn for His people, the praise of all His saints, of the children of Israel, the people close to His heart. Praise the LORD!	The focus narrows to God’s specific actions for His people, culminating in a final call to praise.